ages,list_price,num_reviews,piece_count,play_star_rating,prod_id,review_difficulty,star_rating,theme_name,val_star_rating,country
6-12,29.99,2,277,4,75823,Average,4.5,Angry Birds™,4,US
6-12,19.99,2,168,4,75822,Easy,5,Angry Birds™,4,US
6-12,12.99,11,74,4.3,75821,Easy,4.3,Angry Birds™,4.1,US
12+,99.99,23,1032,3.6,21030,Average,4.6,Architecture,4.3,US
12+,79.99,14,744,3.2,21035,Challenging,4.6,Architecture,4.1,US
12+,59.99,7,597,3.7,21039,Average,4.9,Architecture,4.4,US
12+,59.99,37,598,3.7,21028,Average,4.2,Architecture,4.1,US
12+,49.99,24,780,4.4,21029,Average,4.7,Architecture,4.3,US
12+,39.99,23,468,3.6,21034,Average,4.7,Architecture,4.1,US
12+,39.99,11,444,3.6,21033,Average,4.8,Architecture,4.5,US
12+,39.99,14,386,4.1,21036,Average,4.4,Architecture,3.6,US
12+,34.99,53,321,3.2,21019,Average,4.6,Architecture,4.4,US
12+,29.99,7,361,4.2,21032,Easy,4.6,Architecture,4.2,US
7-12,159.99,63,847,3.8,17101,Average,3.4,BOOST,3.5,US
10+,29.99,13,708,4.7,41597,Average,4.8,BrickHeadz,4.8,US
10+,19.99,1,234,3,41614,Easy,5,BrickHeadz,5,US
10+,19.99,1,160,5,41613,Very Easy,5,BrickHeadz,5,US
10+,9.99,1,149,2,41609,Very Easy,3,BrickHeadz,4,US
10+,9.99,1,141,2,41608,Very Easy,4,BrickHeadz,4,US
10+,9.99,3,101,4,41604,Average,4.7,BrickHeadz,4.5,US
10+,9.99,2,105,3,41605,Easy,5,BrickHeadz,5,US
10+,9.99,1,113,5,41606,Easy,5,BrickHeadz,5,US
10+,9.99,1,136,,41607,,5,BrickHeadz,,US
10+,9.99,2,91,3,41485,Easy,4.5,BrickHeadz,4,US
10+,9.99,7,140,3.2,40270,Easy,4.9,BrickHeadz,4.7,US
10+,9.99,5,143,4.6,41599,Easy,5,BrickHeadz,5,US
10+,9.99,3,122,2.7,41598,Very Easy,4,BrickHeadz,3,US
10+,9.99,5,130,4.3,41603,Easy,5,BrickHeadz,4.8,US
10+,9.99,3,119,4.5,41602,Easy,5,BrickHeadz,4.5,US
10+,9.99,1,135,1,41600,Very Easy,4,BrickHeadz,3,US
10+,9.99,2,108,3.5,41601,Easy,5,BrickHeadz,4,US
10+,19.99,1,240,3,41611,Easy,5,BrickHeadz,5,US
10+,19.99,,209,,41610,,,BrickHeadz,,US
10+,9.99,4,126,2,40271,Easy,5,BrickHeadz,4.5,US
10+,9.99,7,102,4,41487,Easy,5,BrickHeadz,4.7,US
10+,9.99,5,89,3.2,41488,Very Easy,4.4,BrickHeadz,4,US
10+,9.99,6,118,3.3,41594,Very Easy,5,BrickHeadz,4.7,US
10+,9.99,3,127,3.5,41486,Very Easy,4.7,BrickHeadz,4.7,US
10+,9.99,11,91,3.8,41585,Very Easy,4.9,BrickHeadz,4.7,US
10+,9.99,8,96,4,41590,Easy,4.9,BrickHeadz,4.4,US
10+,9.99,9,109,3.6,41593,Easy,4.8,BrickHeadz,4.6,US
10+,9.99,8,93,3.9,41592,Easy,4.6,BrickHeadz,4.1,US
10+,9.99,10,139,4.2,41595,Easy,4.8,BrickHeadz,4.7,US
10+,9.99,2,116,5,41596,Average,5,BrickHeadz,5,US
10+,9.99,12,151,3.3,41588,Easy,4.8,BrickHeadz,4.7,US
10+,9.99,4,143,3.5,41591,Easy,4.8,BrickHeadz,4.8,US
10+,9.99,10,101,4.3,41587,Very Easy,4.8,BrickHeadz,4.9,US
10+,9.99,9,99,3.5,41586,Easy,4.3,BrickHeadz,4.6,US
5-12,49.99,,387,,60175,,,City,,US
6-12,199.99,35,888,4.7,60052,Average,4.4,City,3.8,US
6-12,149.99,45,610,4.4,60051,Average,4.4,City,4,US
8-12,149.99,1,1250,5,60162,Average,5,City,4,US
6-12,119.99,3,792,3.3,60167,Average,3.7,City,3.3,US
8-12,119.99,6,813,4.5,60161,Average,4.3,City,4,US
6-12,99.99,10,894,4.2,60141,Easy,4.7,City,4,US
7-12,99.99,1,883,5,60188,,5,City,5,US
6-12,99.99,16,919,4.5,60110,Average,4.6,City,4.6,US
6-12,89.99,8,663,4.4,60174,Average,4.6,City,4,US
6-12,79.99,4,740,5,60169,Average,5,City,4.3,US
5-12,69.99,9,561,3.9,60140,Easy,3.3,City,3.6,US
7-12,59.99,3,426,4.7,60160,Average,5,City,4.7,US
5-12,59.99,2,303,4.5,60173,Average,4,City,2.5,US
6-12,59.99,8,415,4.4,60166,Challenging,4.4,City,4,US
6-12,49.99,10,374,3.9,60139,Easy,4,City,3.3,US
5-12,49.99,16,337,3.6,60154,Easy,3.3,City,2.7,US
5-12,49.99,1,294,4,60186,Average,5,City,4,US
5-12,39.99,10,169,4.3,60153,Very Easy,4.1,City,3.6,US
5-12,39.99,14,294,4.2,60138,Average,4.2,City,4.1,US
5-12,39.99,2,347,4.5,60165,Very Easy,5,City,5,US
5-12,39.99,,297,,60172,,,City,,US
6-12,39.99,5,378,4.8,60159,Easy,4.8,City,4.6,US
5-12,39.99,8,257,4.2,60108,Average,3.9,City,3.8,US
5-12,29.99,7,344,5,60182,Easy,5,City,5,US
5-12,29.99,7,310,4.4,60183,Easy,4.7,City,4.7,US
5-12,24.99,11,214,4.5,60107,Easy,4.5,City,4.1,US
6-12,19.99,4,192,5,60180,Average,5,City,5,US
5-12,19.99,35,249,4.6,60150,Easy,4.9,City,4.8,US
5-12,19.99,89,24,2.9,7499,Easy,2.5,City,2.2,US
5-12,19.99,12,239,4.7,60148,Easy,4.8,City,4.6,US
5-12,19.99,6,190,4.2,60179,Easy,3.8,City,4.7,US
5-12,19.99,7,174,4.3,60181,Easy,4.4,City,4.2,US
5-12,19.99,8,144,4.4,60137,Easy,4.3,City,4,US
5-12,19.99,1,126,5,60176,Easy,5,City,4,US
5-12,19.99,1,127,5,60185,Easy,5,City,5,US
4-7,19.99,,115,,10751,,,Juniors,,US
5-12,19.99,3,141,4.3,60164,Easy,4.3,City,4.7,US
6-12,19.99,5,201,4.3,60158,Average,4.4,City,3.8,US
5-12,15.99,47,8,4.2,7895,Very Easy,4.1,City,3.6,US
5-12,14.99,85,2,4.1,7280,Very Easy,3.5,City,2.3,US
5-12,14.99,40,2,4.1,7281,Very Easy,3.9,City,2.8,US
5-12,9.99,2,87,4.5,60177,Easy,4.5,City,5,US
5-12,9.99,12,88,4.5,60157,Easy,4.9,City,4.6,US
4-7,9.99,,73,,10750,,,Juniors,,US
5-12,9.99,4,76,4.8,60163,Very Easy,5,City,4.5,US
5-12,9.99,2,88,,60171,,5,City,,US
5-12,9.99,2,82,4.5,60184,Very Easy,5,City,4,US
5-12,9.99,1,78,4,60178,Easy,5,City,4,US
5-12,6.99,2,37,4.5,60170,Very Easy,4.5,City,5,US
5-12,6.99,5,53,3.8,60156,Easy,3.6,City,4.2,US
5-12,39.99,30,157,4.7,60134,Very Easy,4.6,City,4,US
8-12,149.99,5,1277,5,60125,Average,4.6,City,4.2,US
8-12,119.99,9,824,5,60124,Average,4.6,City,4.6,US
6-12,79.99,2,412,4.5,60109,Easy,4.5,City,4,US
5-12,49.99,2,403,4.5,60143,,4,City,3.5,US
5-12,49.99,5,200,3.8,60129,Easy,3.2,City,2,US
7-12,49.99,3,330,4.7,60123,Easy,4.3,City,4,US
6-12,39.99,4,324,5,60122,Average,5,City,4.5,US
6-12,29.99,14,301,4,60119,Easy,4.2,City,4.2,US
5-12,29.99,,195,,60168,,,City,,US
5-12,29.99,8,248,3.4,60155,Easy,3.8,City,3.5,US
5-12,24.99,13,157,4.4,60101,Easy,4.6,City,4.2,US
5-12,24.99,6,175,4.8,60121,Easy,4.8,City,4.4,US
5-12,19.99,35,250,4.5,60117,Easy,4.6,City,4.6,US
5-12,19.99,7,138,4.7,60142,Easy,4.4,City,4.1,US
5-12,9.99,8,80,4.1,60136,Easy,4.6,City,4.3,US
5-12,9.99,8,91,4.3,60146,Easy,4.8,City,4.4,US
5-12,9.99,7,81,4.9,60145,Very Easy,4.9,City,4.9,US
5-12,9.99,7,83,4.7,60120,Easy,4.3,City,4.3,US
5-12,9.99,10,81,4.4,60100,Very Easy,4.9,City,5,US
5-12,9.99,11,90,3.9,60106,Easy,4.1,City,4.1,US
5-12,6.99,5,47,4.3,60135,Very Easy,4.4,City,4.6,US
4-99,59.99,4,790,5,10698,Easy,5,Classic,5,US
4-99,34.99,11,484,4.6,10696,Easy,4.6,Classic,4.7,US
4-99,19.99,2,213,5,10713,Very Easy,5,Classic,5,US
4-99,19.99,8,303,4.8,10693,Easy,4.9,Classic,4.9,US
4-99,16.99,7,221,4.3,10692,Easy,4.1,Classic,4.3,US
4-99,14.99,24,1,4.3,10701,Very Easy,4.1,Classic,3.5,US
4-99,7.99,6,1,4.7,10714,Very Easy,4.7,Classic,4.3,US
4-99,7.99,46,1,3.2,10700,Very Easy,2.6,Classic,2.5,US
4-99,4.99,8,78,4.6,10706,Very Easy,4.8,Classic,5,US
4-99,4.99,5,66,4.5,10708,Easy,4.8,Classic,4.5,US
4-99,4.99,4,55,4.3,10707,Average,4.5,Classic,4.3,US
4-99,4.99,3,60,2.7,10709,Easy,4.7,Classic,5,US
4+,2.49,180,1,4,630,Very Easy,4.8,Classic,4.6,US
4-99,19.99,6,303,4.3,10694,Easy,4.5,Classic,4.3,US
4-99,7.99,24,1,3.9,10699,Very Easy,3.6,Classic,2.9,US
8-12,69.99,11,728,3.2,31069,Average,3.4,Creator 3-in-1,3.2,US
9-12,59.99,14,670,4.2,31070,Average,4.5,Creator 3-in-1,4.3,US
8-12,39.99,4,422,4,31081,Average,4.8,Creator 3-in-1,4.3,US
8-12,34.99,5,379,4,31079,Easy,4.4,Creator 3-in-1,4.2,US
7-12,34.99,2,374,4,31080,Easy,3.5,Creator 3-in-1,4,US
7-12,29.99,12,285,4.3,31066,Easy,4.2,Creator 3-in-1,4.4,US
8-12,29.99,10,386,3.2,31068,Average,3.8,Creator 3-in-1,3.9,US
7-12,29.99,8,356,4,31067,Average,4.6,Creator 3-in-1,4.9,US
7-12,19.99,9,205,4.5,31062,Average,4.8,Creator 3-in-1,4.3,US
7-12,19.99,2,241,4.5,31074,Easy,5,Creator 3-in-1,5,US
7-12,19.99,1,200,5,31076,Average,5,Creator 3-in-1,5,US
7-12,19.99,1,225,5,31075,Easy,4,Creator 3-in-1,4,US
7-12,14.99,27,174,4.5,31058,Easy,4.7,Creator 3-in-1,4.7,US
7-12,14.99,5,223,4.7,31073,Easy,4.4,Creator 3-in-1,5,US
6-12,9.99,6,122,4.5,31056,Easy,4.5,Creator 3-in-1,4.7,US
6-12,9.99,1,102,4,31057,Easy,4,Creator 3-in-1,4,US
6-12,9.99,1,109,5,31071,Average,5,Creator 3-in-1,5,US
6-12,9.99,,109,,31072,,,Creator 3-in-1,,US
7-12,19.99,8,222,4.3,31046,Average,4.6,Creator 3-in-1,4.5,US
8-12,19.99,1,194,5,31059,Average,5,Creator 3-in-1,5,US
8-12,59.99,15,528,4.7,31051,Average,4.7,Creator 3-in-1,4.3,US
7-12,29.99,2,359,5,31064,Average,4.5,Creator 3-in-1,4.5,US
7-12,29.99,9,286,4.5,31035,Easy,4.4,Creator 3-in-1,4.1,US
7-12,29.99,5,275,4,31063,Average,4.2,Creator 3-in-1,3.4,US
8-12,29.99,4,326,4.8,31049,Average,5,Creator 3-in-1,4.8,US
7-12,19.99,7,230,4.8,31047,Average,4.9,Creator 3-in-1,4.7,US
7-12,19.99,,246,,31060,,,Creator 3-in-1,,US
6-12,9.99,2,124,4,31043,Easy,5,Creator 3-in-1,4.5,US
6-12,9.99,4,132,4,31029,Average,4.8,Creator 3-in-1,4.8,US
16+,369.99,43,5923,3.9,10256,Challenging,4.8,Creator Expert,4.5,US
16+,169.99,62,2480,4.4,10260,Challenging,4.6,Creator Expert,4.3,US
12+,79.99,51,902,3.8,10259,Average,3.8,Creator Expert,3.4,US
16+,279.99,99,4002,4.7,10255,Challenging,4.8,Creator Expert,4.5,US
16+,249.99,64,4163,3.7,10253,Challenging,4.6,Creator Expert,4.6,US
16+,239.99,228,4295,4.2,10214,Challenging,4.8,Creator Expert,4.6,US
16+,199.99,53,2670,4.2,10257,Challenging,4.4,Creator Expert,4.2,US
16+,199.99,91,2464,4.9,10247,Challenging,4.9,Creator Expert,4.7,US
16+,169.99,115,2382,4.5,10251,Challenging,4.7,Creator Expert,4.2,US
16+,159.99,202,2469,4.7,10243,Challenging,4.9,Creator Expert,4.7,US
16+,159.99,177,2262,4.4,10246,Challenging,4.6,Creator Expert,4.4,US
16+,139.99,53,1686,4.1,10258,Average,4.6,Creator Expert,4.3,US
16+,119.99,337,1334,4.3,10220,Challenging,4.7,Creator Expert,4.5,US
16+,99.99,66,1167,4.5,10252,Average,4.9,Creator Expert,4.7,US
16+,99.99,134,1077,4.4,10242,Average,4.7,Creator Expert,4.5,US
12+,99.99,77,734,4.3,10254,Average,4.3,Creator Expert,4.1,US
14+,269.99,19,3444,4.9,70922,Challenging,5,THE LEGO® BATMAN MOVIE,4.9,US
9-14,129.99,13,955,4.1,76087,Average,3.7,DC Comics™ Super Heroes,3,US
7-14,89.99,6,267,4.7,71171,Average,4.3,DIMENSIONS™,4,US
8-14,79.99,9,643,4.4,70923,Average,4.8,THE LEGO® BATMAN MOVIE,3.5,US
7-14,49.99,6,622,5,76086,Average,5,DC Comics™ Super Heroes,4.8,US
7-14,49.99,5,425,3.2,70921,Average,3.2,THE LEGO® BATMAN MOVIE,2.6,US
7-14,39.99,5,406,5,76097,Average,4.8,DC Comics™ Super Heroes,4.8,US
6-12,29.99,6,271,4.5,76098,Easy,4.8,DC Comics™ Super Heroes,4.5,US
7-14,29.99,5,267,3.6,70919,Easy,3.2,THE LEGO® BATMAN MOVIE,3.4,US
7-14,29.99,11,293,4.9,70920,Average,4.7,THE LEGO® BATMAN MOVIE,4.6,US
4-7,24.99,1,151,5,10753,Easy,5,Juniors,5,US
7-14,19.99,2,198,4,70918,,4.5,THE LEGO® BATMAN MOVIE,4,US
6-12,19.99,9,197,3.9,76085,Easy,4.2,DC Comics™ Super Heroes,3.9,US
6-12,19.99,1,199,5,76096,Average,5,DC Comics™ Super Heroes,5,US
10+,9.99,5,143,4.6,41599,Easy,5,BrickHeadz,5,US
10+,9.99,3,122,2.7,41598,Very Easy,4,BrickHeadz,3,US
10+,9.99,1,135,1,41600,Very Easy,4,BrickHeadz,3,US
10+,9.99,2,108,3.5,41601,Easy,5,BrickHeadz,4,US
10+,19.99,,209,,41610,,,BrickHeadz,,US
8-12,79.99,7,712,3.7,41232,Average,3.9,DC Super Hero Girls,3.6,US
7-12,24.99,4,206,5,41230,Easy,4.5,DC Super Hero Girls,4.3,US
7-12,29.99,2,217,5,41231,Average,5,DC Super Hero Girls,4.5,US
7-12,14.99,2,145,4.5,41233,Average,4,DC Super Hero Girls,5,US
14+,269.99,47,2526,4.5,76052,Average,4.6,DC Comics™ Super Heroes,4.2,US
9-12,99.99,,1078,,41239,,,DC Super Hero Girls,,US
8-14,79.99,11,759,4.2,76055,Average,4.3,DC Comics™ Super Heroes,3.9,US
7-14,59.99,9,563,4.7,76054,Easy,4.6,DC Comics™ Super Heroes,4.4,US
7-12,59.99,,432,,41238,,,DC Super Hero Girls,,US
7-12,44.99,1,351,5,41237,Average,5,DC Super Hero Girls,5,US
7-14,29.99,18,306,4.5,76045,Average,4.6,DC Comics™ Super Heroes,4.3,US
6-12,29.99,7,286,5,76075,Easy,4.7,DC Comics™ Super Heroes,4.8,US
6-12,29.99,8,257,4.5,76056,Average,4.4,DC Comics™ Super Heroes,3.9,US
6-12,19.99,32,174,4.6,76025,Easy,4.8,DC Comics™ Super Heroes,4.7,US
7-12,14.99,2,142,4.5,41234,Average,4,DC Super Hero Girls,3.5,US
6-12,12.99,30,91,4.3,76044,Easy,4.3,DC Comics™ Super Heroes,4.4,US
10+,9.99,11,91,3.8,41585,Very Easy,4.9,BrickHeadz,4.7,US
5-12,9.99,3,93,4.7,76068,Easy,4.7,DC Comics™ Super Heroes,5,US
10+,9.99,12,151,3.3,41588,Easy,4.8,BrickHeadz,4.7,US
10+,9.99,10,101,4.3,41587,Very Easy,4.8,BrickHeadz,4.9,US
5-12,9.99,1,83,5,76069,Easy,5,DC Comics™ Super Heroes,5,US
5-12,9.99,2,85,5,76070,Easy,5,DC Comics™ Super Heroes,5,US
10+,9.99,9,99,3.5,41586,Easy,4.3,BrickHeadz,4.6,US
8-12,79.99,7,712,3.7,41232,Average,3.9,DC Super Hero Girls,3.6,US
7-12,24.99,4,206,5,41230,Easy,4.5,DC Super Hero Girls,4.3,US
7-12,29.99,2,217,5,41231,Average,5,DC Super Hero Girls,4.5,US
7-12,14.99,2,145,4.5,41233,Average,4,DC Super Hero Girls,5,US
9-12,99.99,,1078,,41239,,,DC Super Hero Girls,,US
7-12,59.99,,432,,41238,,,DC Super Hero Girls,,US
7-12,44.99,1,351,5,41237,Average,5,DC Super Hero Girls,5,US
7-12,14.99,2,142,4.5,41234,Average,4,DC Super Hero Girls,3.5,US
7-14,14.99,,56,,71287,,,DIMENSIONS™,,US
7-14,89.99,6,267,4.7,71171,Average,4.3,DIMENSIONS™,4,US
7-14,14.99,1,56,4,71343,Easy,5,DIMENSIONS™,5,US
7-14,24.99,,93,,71346,,,DIMENSIONS™,,US
7-14,14.99,1,56,5,71349,Easy,5,DIMENSIONS™,5,US
7-14,24.99,2,105,3.5,71255,Easy,4,DIMENSIONS™,3.5,US
7-14,49.99,5,259,4.8,71242,Average,4.2,DIMENSIONS™,3.6,US
7-14,44.99,2,156,4.5,71264,Easy,4.5,DIMENSIONS™,3.5,US
7-14,29.99,2,118,5,71267,Average,5,DIMENSIONS™,5,US
7-14,29.99,6,76,4.2,71248,Easy,4.5,DIMENSIONS™,3.4,US
7-14,24.99,2,92,4,71229,Easy,4,DIMENSIONS™,3.5,US
7-14,24.99,11,96,3.4,71235,Average,3.2,DIMENSIONS™,3.7,US
7-14,14.99,1,64,5,71348,Very Easy,5,DIMENSIONS™,5,US
7-14,14.99,2,46,5,71266,Average,5,DIMENSIONS™,5,US
7-14,11.99,7,40,4.5,71238,Easy,4.6,DIMENSIONS™,4.3,US
7-14,11.99,3,39,4,71218,Easy,4.3,DIMENSIONS™,3.7,US
7-14,11.99,4,59,4,71232,Average,3.8,DIMENSIONS™,3,US
16+,349.99,171,4080,4.5,71040,Challenging,4.7,Disney™,4.5,US
14+,199.99,52,2294,3.3,71042,Average,4.5,Disney™,4.3,US
6-12,79.99,5,701,4,41148,Average,4,Disney™,3.8,US
6-12,69.99,3,585,4.3,41154,Challenging,4.3,Disney™,3.3,US
6-12,49.99,3,380,4.3,41153,Average,4.3,Disney™,3.3,US
6-12,39.99,3,307,4.7,41150,Easy,4.7,Disney™,4.7,US
6-12,39.99,3,322,4.7,41152,Easy,4.3,Disney™,4.3,US
6-12,39.99,4,350,4.3,41146,Average,4.8,Disney™,4.3,US
4-7,34.99,2,191,5,10744,Average,5,Juniors,4.5,US
5-12,29.99,2,222,5,41145,Average,5,Disney™,4.5,US
4-7,24.99,3,94,4.7,10736,Average,4.7,Juniors,4.7,US
4-7,19.99,2,116,5,10743,Easy,4.5,Juniors,5,US
4-7,19.99,2,95,2.5,10742,Easy,3,Juniors,3,US
5-12,19.99,,125,,41155,,,Disney™,,US
5-12,14.99,1,104,5,41151,Average,5,Disney™,5,US
4-7,9.99,8,47,3.9,10730,Very Easy,4,Juniors,3.9,US
4-7,9.99,3,62,4.3,10733,Easy,4.7,Juniors,5,US
6+,9.99,1,115,4,40307,Easy,5,Disney™,4,US
6+,9.99,1,80,5,40388,Easy,5,Disney™,5,US
4-7,9.99,1,75,5,10732,,5,Juniors,5,US
4-7,9.99,3,59,4.3,10731,Easy,5,Juniors,4.3,US
10+,9.99,6,118,3.3,41594,Very Easy,5,BrickHeadz,4.7,US
5-12,29.99,11,174,4.3,41066,Easy,4,Disney™,3.8,US
5-12,24.99,2,205,5,41149,Challenging,4.5,Disney™,4.5,US
5-12,19.99,1,186,5,41142,Very Easy,5,Disney™,5,US
5-12,19.99,2,153,5,41147,Easy,5,Disney™,5,US
10+,9.99,9,109,3.6,41593,Easy,4.8,BrickHeadz,4.6,US
10+,9.99,10,139,4.2,41595,Easy,4.8,BrickHeadz,4.7,US
10+,9.99,2,116,5,41596,Average,5,BrickHeadz,5,US
5-12,9.99,,75,,41144,,,Disney™,,US
5-12,5.99,,61,,41143,,,Disney™,,US
2-5,29.99,,22,,10880,,,DUPLO®,,US
2-5,19.99,1,24,,10879,,5,DUPLO®,,US
2-5,109.99,22,134,4.6,10508,Average,4.1,DUPLO®,3.7,US
2-5,99.99,8,163,4.9,10805,Easy,5,DUPLO®,4.8,US
2-5,79.99,1,106,4,10840,Easy,5,DUPLO®,4,US
2-5,59.99,,104,,10869,,,DUPLO®,,US
2-5,59.99,,98,,10836,,,DUPLO®,,US
2-5,49.99,1,67,5,10813,Average,5,DUPLO®,5,US
2-5,49.99,,71,,10864,,,DUPLO®,,US
2-5,44.99,11,52,4.9,10507,Easy,4.7,DUPLO®,4.4,US
2-5,39.99,,69,,10835,,,DUPLO®,,US
2-5,39.99,,70,,10844,,,DUPLO®,,US
2-5,39.99,,61,,10841,,,DUPLO®,,US
2-5,39.99,3,28,5,10846,Easy,5,DUPLO®,4.5,US
2-5,34.99,3,48,5,10827,Very Easy,5,DUPLO®,5,US
2-5,29.99,2,57,5,10834,Average,5,DUPLO®,5,US
2-5,29.99,3,28,4.3,10823,Average,4.3,DUPLO®,3.3,US
2-5,29.99,1,31,5,10857,Easy,5,DUPLO®,4,US
2-5,29.99,5,45,4.5,10837,Easy,4.2,DUPLO®,3.8,US
2-5,29.99,,38,,10876,,,DUPLO®,,US
1½-3,29.99,,34,,10863,,,DUPLO®,,US
2-5,29.99,1,37,5,10878,Very Easy,5,DUPLO®,5,US
2-5,29.99,,59,,10868,,,DUPLO®,,US
1½-5,29.99,,70,,10865,,,DUPLO®,,US
1½-5,29.99,4,65,4.8,10572,Very Easy,5,DUPLO®,4,US
2-5,24.99,2,26,5,10592,Very Easy,5,DUPLO®,5,US
2-5,24.99,4,24,5,10597,Easy,4.8,DUPLO®,4.7,US
2-5,24.99,,32,,10839,,,DUPLO®,,US
1½-3,24.99,6,24,2.2,10845,Average,2.2,DUPLO®,3.2,US
2-5,24.99,,29,,10871,,,DUPLO®,,US
2-5,19.99,2,39,5,10833,Average,5,DUPLO®,5,US
1½-3,19.99,5,23,5,10847,Easy,5,DUPLO®,4.8,US
1½-5,19.99,6,36,4.8,10816,Easy,5,DUPLO®,4.7,US
2-5,19.99,2,26,5,10812,Average,5,DUPLO®,5,US
2-5,19.99,1,23,5,10856,Easy,5,DUPLO®,5,US
2-5,19.99,,26,,10867,,,DUPLO®,,US
2-5,19.99,1,19,3,10877,,4,DUPLO®,4,US
1½-3,19.99,,28,,10861,,,DUPLO®,,US
2-5,14.99,,15,,10843,,,DUPLO®,,US
2-5,14.99,,19,,10832,,,DUPLO®,,US
2-5,14.99,1,15,3,10809,Easy,4,DUPLO®,3,US
1½-3,14.99,,41,,10862,,,DUPLO®,,US
1½-5,14.99,15,1,4.4,2304,Easy,4,DUPLO®,3.3,US
2-5,9.99,2,15,5,10838,Very Easy,5,DUPLO®,5,US
2-5,9.99,,16,,10870,,,DUPLO®,,US
1½-3,9.99,,18,,10858,,,DUPLO®,,US
1½-3,4.99,,6,,10851,,,DUPLO®,,US
1½-3,4.99,,6,,10859,,,DUPLO®,,US
1½-3,4.99,,6,,10860,,,DUPLO®,,US
2-5,29.99,1,28,5,10608,Average,5,DUPLO®,5,US
2-5,14.99,3,13,3,10607,Easy,3.7,DUPLO®,2.5,US
2-5,59.99,2,110,3,10820,Very Easy,3.5,DUPLO®,4,US
2-5,49.99,2,86,4.5,10804,Easy,4.5,DUPLO®,4,US
2-5,34.99,,56,,10855,,,DUPLO®,,US
2-5,29.99,,39,,10606,,,DUPLO®,,US
2-5,29.99,2,30,5,10822,Very Easy,5,DUPLO®,4.5,US
1½-5,29.99,,70,,10817,,,DUPLO®,,US
2-5,24.99,,30,,10828,,,DUPLO®,,US
2-5,19.99,3,29,5,10590,Easy,5,DUPLO®,4.7,US
1½-5,19.99,3,25,4.7,10616,Easy,5,DUPLO®,4.7,US
1½-5,19.99,,29,,10818,,,DUPLO®,,US
1½-5,14.99,3,12,5,10615,Very Easy,5,DUPLO®,4.7,US
2-5,9.99,4,13,4.3,10801,Easy,5,DUPLO®,4.3,US
2-5,9.99,1,13,5,10808,Very Easy,5,DUPLO®,5,US
1½-5,9.99,,19,,10831,,,DUPLO®,,US
1½-3,4.99,,10,,10849,,,DUPLO®,,US
1½-3,4.99,2,7,4.5,10852,Very Easy,5,DUPLO®,5,US
1½-3,4.99,2,8,4.5,10850,Easy,5,DUPLO®,5,US
8-12,69.99,1,695,,41188,,5,Elves,,US
9-12,59.99,2,646,5,41194,,4.5,Elves,3,US
8-12,49.99,6,460,4.5,41187,Average,4.3,Elves,4.2,US
8-12,39.99,2,451,4.5,41193,Average,5,Elves,4.5,US
8-12,29.99,8,339,4.3,41183,Average,4.3,Elves,4.4,US
8-12,29.99,2,360,4,41192,Average,4,Elves,3.5,US
7-12,19.99,2,205,5,41191,Average,5,Elves,5,US
7-12,19.99,2,145,5,41186,Average,5,Elves,3.5,US
7-12,14.99,2,149,5,41190,Easy,5,Elves,5,US
7-12,59.99,3,637,5,41185,Average,5,Elves,4.5,US
7-12,9.99,3,67,5,41181,Easy,5,Elves,5,US
7-12,19.99,4,226,5,41182,Average,4.5,Elves,5,US
7-12,99.99,4,871,5,41318,Average,4.8,Friends,4,US
6-12,69.99,8,622,4.6,41314,Average,4.1,Friends,3.3,US
7-12,69.99,2,603,5,41317,Challenging,4.5,Friends,5,US
6-12,69.99,7,722,4.6,41340,Average,4.1,Friends,4,US
8-12,59.99,3,585,3.3,41324,Average,3.7,Friends,3.7,US
7-12,54.99,,488,,41339,,,Friends,,US
6-12,49.99,6,589,4.8,41313,Easy,4.5,Friends,4,US
6-12,44.99,1,460,4,41338,Average,4,Friends,1,US
6-12,39.99,,370,,41320,,,Friends,,US
7-12,39.99,4,402,5,41323,Average,5,Friends,4.5,US
6-12,39.99,3,326,4,41325,Challenging,3.7,Friends,3,US
6-12,32.99,3,378,4.7,41336,Average,2.7,Friends,3.3,US
6-12,29.99,2,351,5,41335,Challenging,5,Friends,5,US
6-12,29.99,2,307,5,41322,Average,4.5,Friends,4.5,US
6-12,29.99,1,309,5,41316,Easy,5,Friends,5,US
6-12,29.99,7,289,3.8,41311,Easy,4.1,Friends,3.7,US
6-12,24.99,3,246,5,41319,Easy,4,Friends,4,US
6-12,24.99,1,229,5,41334,Average,5,Friends,5,US
6-12,19.99,1,223,5,41333,,5,Friends,5,US
6-12,19.99,,210,,41332,,,Friends,,US
4-7,19.99,,115,,10749,,,Juniors,,US
6-12,19.99,4,186,5,41315,Easy,4.5,Friends,4.8,US
6-12,14.99,,119,,41330,,,Friends,,US
6-12,14.99,1,163,5,41329,Easy,4,Friends,2,US
4-7,9.99,2,67,5,10748,Very Easy,5,Juniors,4,US
6-12,9.99,2,95,4.5,41328,Easy,5,Friends,5,US
6-12,9.99,3,86,2.3,41327,Average,3,Friends,2.7,US
6+,12.99,2,249,5,40171,Average,5,Friends,5,US
6-12,29.99,5,286,5,41124,Average,5,Friends,5,US
6-12,29.99,5,176,2.8,41132,Easy,2.8,Friends,1.8,US
6-12,19.99,8,195,4.3,41128,Average,4.5,Friends,4.5,US
5-12,4.99,1,62,5,41303,,5,Friends,5,US
8-12,99.99,17,1124,4.8,41130,Average,4.8,Friends,4.5,US
